task_id,candidates,distinct_sources,valid_fraction,initial_public,initial_hidden,fully_correct_candidates,public_perfect_hidden_imperfect,public_frontier_count,public_frontier_hidden,trusted_score_std
bucket,32,21,0.78125,0.1796875,0.14762931034482757,0,0,1,0.034482758620689655,0.14317998542929283
digits,32,26,0.1875,0.109375,0.03125,0,2,2,0.22413793103448276,0.10450310378024498
divisor_code,32,32,0.90625,0.1640625,0.10883620689655173,0,0,4,0.20689655172413796,0.15374061340815512
fold,32,30,0.6875,0.3515625,0.18103448275862066,0,9,9,0.5172413793103448,0.2335452040968546
nearest,32,32,0.65625,0.15625,0.11314655172413794,0,1,1,0.4482758620689655,0.24637051221533918
round4,32,26,0.59375,0.109375,0.04849137931034483,0,0,1,0.06896551724137931,0.0986500788525377
saturating_square,32,31,0.03125,0.03125,0.007543103448275862,0,1,1,0.2413793103448276,0.04267023679573994
signed_remainder,32,14,0.90625,0.6875,0.4137931034482758,0,21,21,0.5862068965517241,0.2536980525203794
