public_suite_seed,population_eta_star,eta_50pct_wrong_at_n5000,absolute_gap,population_max_true_gain
20260911,24.60832870155743,24.47222222222222,0.1361064793352078,0.046260863544431596
20260912,26.077194721649416,26.2625,0.18530527835058308,0.049081389817157005
17,23.19099400749898,23.375,0.1840059925010209,0.047689197880680365
99,28.453012943354185,28.555555555555557,0.10254261220137195,0.051594597217602504
